occurrence_key,original_id,occurrence_kind,source_sha256,source_record_ids,source_paths,conversation_id,source_heading,locator,occurrence_ordinal,context_sha256,context,collision_group,disposition,current_targets,candidate_targets,mapping_confidence,dispatchable,notes
de5398855a8362d8e3c3ca3d775657ce0a2f5b380ab31f86f4680240e9cd859a,DL-020,TASK_REFERENCE,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-030 — 可编辑 UI/矢量宿主单选 bake-off,line:76:col:6,1,695def1a332d6b0e519f2e1ab5901ca7d503bcc1e0147f4526b33031d821e0a1,- 依赖：DL-020。,,REQUIRES_REQUALIFICATION,,DL-TP-R0-006|DL-TP-R0-007|DL-TP-R3-006|DL-TP-R3-013,HIGH,false,manually reconciled scope
3865f69abbfe2566877d07ff3f45f6254716d758caa2c98b6b49b43b6e35834b,DL-020,TASK_REFERENCE,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-050 — 专业视觉质量与人工 Jury 产品门,line:94:col:6,1,695def1a332d6b0e519f2e1ab5901ca7d503bcc1e0147f4526b33031d821e0a1,- 依赖：DL-020。,,REQUIRES_REQUALIFICATION,,DL-TP-R0-006|DL-TP-R0-007|DL-TP-R3-006|DL-TP-R3-013,HIGH,false,manually reconciled scope
b3e6494c264e16ef5a0abd701eed6900a9bb74f1ee18e3bebd80eeaaa228c48d,DL-020,TASK_REFERENCE,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-100 — E4/E5 与发布收敛,line:138:col:6,1,ceea0af4825d93336d8656f01b6c29e22ce4dccfe26b101f8456dba4909769a0,- 依赖：DL-020、DL-050，以及本期选中的 DL-030/040/060/070。,,REQUIRES_REQUALIFICATION,,DL-TP-R0-006|DL-TP-R0-007|DL-TP-R3-006|DL-TP-R3-013,HIGH,false,manually reconciled scope
9773ab6b84daf41d803eaf7c922fc9c36b65741f2785d7e29aed73e8976c1eb0,DL-030,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-030 — 可编辑 UI/矢量宿主单选 bake-off,line:73:col:5,1,013851355ed3ed20837d93849801abb6aa8da2a684d7c52d367548b0c363cfb6,### DL-030 — 可编辑 UI/矢量宿主单选 bake-off,,REQUIRES_REQUALIFICATION,,DL-TP-R3-001|DL-TP-R3-006|DL-TP-R3-007|DL-TP-R3-013,HIGH,false,manually reconciled scope
5b204bced39dc3750c2d7e12f44d978c91a9a32009bcb5a11dc43914eca4061d,DL-030,TASK_REFERENCE,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-100 — E4/E5 与发布收敛,line:138:col:28,3,ceea0af4825d93336d8656f01b6c29e22ce4dccfe26b101f8456dba4909769a0,- 依赖：DL-020、DL-050，以及本期选中的 DL-030/040/060/070。,,REQUIRES_REQUALIFICATION,,DL-TP-R3-001|DL-TP-R3-006|DL-TP-R3-007|DL-TP-R3-013,HIGH,false,manually reconciled scope
b93ca597710db52633cb69bbe19d96b5d37cff54325f976704e4d0a37d38100e,DL-040,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-040 — CLI-Anything 创意工具 adapter 基座,line:82:col:5,1,ce778221f17a6ca070f5df7eea64ea3ce17036b3a5ddf1ebb7cbae09eb2fa4a9,### DL-040 — CLI-Anything 创意工具 adapter 基座,,REQUIRES_REQUALIFICATION,,DL-TP-R2-004|DL-TP-R2-009|DL-TP-R3-006|DL-TP-R3-007|DL-TP-R3-013,HIGH,false,manually reconciled scope
e7655c9341f4c600744f079cfbbe8bb6cdcb4529f5ba1ae05b66556b97f82e5d,DL-050,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-050 — 专业视觉质量与人工 Jury 产品门,line:91:col:5,1,832bf497da919be0d5580223cef6886e128963f2e76d71a0a696def77f86ad47,### DL-050 — 专业视觉质量与人工 Jury 产品门,,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-005,,HIGH,false,manually reconciled scope
cd888352560a5f12fd5ac0887f04e5b09e3f71f0526052e260802f8b77d3fe85,DL-050,TASK_REFERENCE,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-070 — 图像生成运行时单选与隔离,line:111:col:39,1,99bf36aac28c9b9fec74b406bd8fe67f15b8808a559b9a6d251d5124e446bb85,- 候选：Krita AI Diffusion 或 InvokeAI。只有 DL-050 证明真实场景存在缺口时才启动 bake-off。,,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-005,,HIGH,false,manually reconciled scope
5ece4689206962ceae4162e7804afa612ba8d4750049557ae738e468265c9fc0,DL-050,TASK_REFERENCE,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-080 — 设计知识与 ArcheAxis 双向接口,line:119:col:6,1,fbce4178197e74f2c38e9b02cbd5addf01dc6cb8329c23647932bf9f5184ffc0,- 依赖：DL-050；ArcheAxis AA-040/AA-080。,,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-005,,HIGH,false,manually reconciled scope
6e27a1369e0154f3e308cf53938ded0a2b8f550ad7206ad03d1cfc505ea905f0,DL-050,TASK_REFERENCE,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-100 — E4/E5 与发布收敛,line:138:col:13,2,ceea0af4825d93336d8656f01b6c29e22ce4dccfe26b101f8456dba4909769a0,- 依赖：DL-020、DL-050，以及本期选中的 DL-030/040/060/070。,,MAPPED_CURRENT,DL-TP-R4-001|DL-TP-R4-005,,HIGH,false,manually reconciled scope
33f2b8d1da5431c1e6df6537e5277705c6d4ddbcc5e75dfefff728e9133ba573,DL-060,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-060 — 专业工具与生产交付,line:100:col:5,1,f54ba589695906fa018bc4c66a568092d72b0ff27325db9558b265eab02e904b,### DL-060 — 专业工具与生产交付,,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R3-001|DL-TP-R3-002|DL-TP-R3-003|DL-TP-R3-008|DL-TP-R4-003,,HIGH,false,manually reconciled scope
da924d9e3c1c9cb9dba7accc1c3cab0967d1828edb2bc0f4e50c526d892ab7a4,DL-070,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-070 — 图像生成运行时单选与隔离,line:108:col:5,1,f426f2d591cd3ba9cc3fb50a747b5dcb69176c3d135a1d3995a1159d3a5570b1,### DL-070 — 图像生成运行时单选与隔离,,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R3-004|DL-TP-R3-005|DL-TP-R3-009,,HIGH,false,manually reconciled scope
c1d65bb16b304da7a410d455b8c7d969980d5810f40adfc301f06ec30143a29c,DL-080,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-080 — 设计知识与 ArcheAxis 双向接口,line:116:col:5,1,ccd6ff12966fcdd6f270b77e67b9c41d2b7475f07d25748dfe9dfcd2d6e24668,### DL-080 — 设计知识与 ArcheAxis 双向接口,,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R0-008|DL-TP-R2-006|DL-TP-R2-017,,HIGH,false,manually reconciled scope
5e0258b99df27b596515920e7c02177f551f5d263d3a6bcae323f43334ffe55c,DL-090,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-090 — 开源资产、能力库和隔离区减法审计,line:125:col:5,1,1906b22e0d81c97220a540adeaf5d536fb2d8deb645f342baf39fb8f95fea3ad,### DL-090 — 开源资产、能力库和隔离区减法审计,,MAPPED_CURRENT,DL-TP-R0-006|DL-TP-R2-017,,HIGH,false,manually reconciled scope
9af4a3d52160756b9ded30201a5f5ab1ca0e623c845e9b8814faf711eb1679b2,DL-100,TASK_DEFINITION,91b949721698f048bf5812f8492d2391c1305874f8df745f5719bae9b905151d,HIST-0001|HIST-0002|HIST-0037,cross_project_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK(1).md|historical_sources/03-DESIGN-LAB-DEEPENED-TASKPACK.md,null,DL-100 — E4/E5 与发布收敛,line:135:col:5,1,b88f812d86ed032d45939ef4752f737655da55908b909e4f9d6eed3a1bd48716,### DL-100 — E4/E5 与发布收敛,,SUPERSEDED_WITH_SCOPE_PRESERVED,DL-TP-R2-014|DL-TP-R4-005|DL-TP-R5-001|DL-TP-R5-002,,HIGH,false,manually reconciled scope
0e187e6eabfad6ec9711d717d985ea888bbc732389d11a94018780b7bc363675,DL-2026-001,RANGE_PLACEHOLDER,b9b29f363322914e12dd3d011b4c3857bd887dc53a021f89e871e0c8448c74f0,HIST-0003,historical_sources/DESIGN-LAB V2 云端项目全量架构审计、产品重规划与重构迁移任务包,null,,line:1:col:11411,1,06888352acd7cf591dfa8409d2923f6081d13ff0d66bf75278c226ec148ec9e0,"的能力域： ```text kernel/ ├── project/ ├── perception/ ├── reasoning/ ├── critique/ ├── decision/ ├── iteration/ └── registry/ ``` 设计过程不应该保存成一串聊天消息，而应保存成**显式 Design State**： ```json { \""project_id\"": \""DL-2026-001\"", \""revision\"": 12, \""domain\"": \""ecommerce.hero_image\"", \""intent\"": { \""business_goal\"": \""increase_click_through\"", \""audience\"": [\""young_professionals\""], \""message_priority\"": [ \""product\"", \""benefit\"", \""call_to_action\""",,HISTORICAL_ONLY,,,HIGH,false,non-dispatch document/range/context reference
7ecbfd0ed1226827373e7639dd5d93a2ee98200b1f6694d230e7eee4e92816ca,DL-231,CITATION_SNIPPET,a3bf2a60c38d6457ba94279d7f7b4323543361e406822992556461109d41916c,HIST-0060,cross_project_sources/WORK-LAB完整项目对话与时间线汇报.md,6a831534-0858-83ea-b48e-c65b7cf18b48,2026-08-17T22:05:40.925156+08:00｜类似WORK-LAB项目搜索 > 十六、Observer 也终于能重新定义了,line:368868:col:27,1,daafd27de4c107277cc75af0fbb4fca363e1f4915e77f46fd8a8a63bacb82813,│ Hermes DESIGN-LAB DL-231 WAIT │,,HISTORICAL_ONLY,,,HIGH,false,non-dispatch document/range/context reference
8630c971d5a700b553a278c5a6056ba7066b1afc115229236d8140bda762ce48,DL-231,CITATION_SNIPPET,a3bf2a60c38d6457ba94279d7f7b4323543361e406822992556461109d41916c,HIST-0060,cross_project_sources/WORK-LAB完整项目对话与时间线汇报.md,6a831534-0858-83ea-b48e-c65b7cf18b48,2026-08-17T22:05:40.925156+08:00｜类似WORK-LAB项目搜索 > 完整原始会话记录,line:389397:col:14482,1,267f778101c056dfe3b8175214d116f1cb70ba4aff17cac83750abaf5276a86a,ENT FLEET │ │ │ │ Agent Project Task State │ │ Codex WORK-LAB WL-421 RUN │ │ Hermes DESIGN-LAB DL-231 WAIT │ │ DSH ArcheAxis OS-621 RUN │ ├─────────────────────────────────────────────┤ │ EXECUTION │ │ │ │ Plan → Spawn → Work → Test → CI → Review │ ├───────────────,,HISTORICAL_ONLY,,,HIGH,false,non-dispatch document/range/context reference
478a2a2b6b9cf61326a2edcf2868c6fd0d578889ef053c583dbcb997f8288f10,DL-ADAPTER-SDK-001,TASK_DEFINITION,df78b7fe3b109f6d0fdc646147f5c37c476689acca53a816c3a58a959069c0cf,HIST-0017|HIST-0051,cross_project_sources/DESIGN-LAB完整项目对话与时间线汇报.md|historical_sources/DESIGN-LAB完整项目对话与时间线汇报.md,6a759b80-81ec-83ea-9265-95fc73232d05,2026-08-07T16:46:58.235404+08:00｜DESIGN-LAB > DL-ADAPTER-SDK-001：Adapter SDK,line:45693:col:5,1,b3dab204e74550a7e016495c78b1d910d8258cc4fe8ba8d7b13b620d35c6b2df,### DL-ADAPTER-SDK-001：Adapter SDK,,MAPPED_CURRENT,DL-TP-R2-004|DL-TP-R2-014|DL-TP-R3-013,,HIGH,false,manually reconciled scope
0ccdb37655d8c8d994d16dbd83cbb5758ebb38883c2c22a33ca8921f98cefdaa,DL-ADAPTER-SDK-001,TASK_DEFINITION,df78b7fe3b109f6d0fdc646147f5c37c476689acca53a816c3a58a959069c0cf,HIST-0017|HIST-0051,cross_project_sources/DESIGN-LAB完整项目对话与时间线汇报.md|historical_sources/DESIGN-LAB完整项目对话与时间线汇报.md,6a759b80-81ec-83ea-9265-95fc73232d05,2026-08-07T16:46:58.235404+08:00｜DESIGN-LAB > DL-ADAPTER-SDK-001：统一适配器接口,line:46270:col:5,1,0517537c8da9b91445d477fc468dcf1e8cdf615c32903f1816f30602cdaad6f2,### DL-ADAPTER-SDK-001：统一适配器接口,,MAPPED_CURRENT,DL-TP-R2-004|DL-TP-R2-014|DL-TP-R3-013,,HIGH,false,manually reconciled scope
a96d10122e71ff996519f46b01123aa06f5c1413867f210f4b39e4878271989b,DL-ADAPTER-SDK-001,TASK_REFERENCE,df78b7fe3b109f6d0fdc646147f5c37c476689acca53a816c3a58a959069c0cf,HIST-0017|HIST-0051,cross_project_sources/DESIGN-LAB完整项目对话与时间线汇报.md|historical_sources/DESIGN-LAB完整项目对话与时间线汇报.md,6a759b80-81ec-83ea-9265-95fc73232d05,2026-08-07T16:46:58.235404+08:00｜DESIGN-LAB > 完整原始会话记录,line:70029:col:7272,2,6855ec951ff857ba98c891ba37f74c3601908dc45699dfa07d512f70595c0ffa,买或发布 - 绕过软件许可 - 未审核的商用素材进入交付 --- ## 十、DESIGN-LAB 后续最重要的任务 ### DL-EXEC-001：Design Execution Contract 建立统一执行契约： ```text DesignCommand ExecutionResult ToolRun Artifact Provenance Rollback ``` ### DL-ADAPTER-SDK-001：Adapter SDK 统一所有软件适配器接口： ```text discover_capabilities() validate_command() execute() inspect_result() rollback() collect_evidence() ``` ### DL-TOOL-OD-001：Open Design E2/E3 将当前 Open Design 方案级 E2 证据升级为： ```text Brief → Domain Pack → Design Plan → Host,,MAPPED_CURRENT,DL-TP-R2-004|DL-TP-R2-014|DL-TP-R3-013,,HIGH,false,manually reconciled scope
f37f196f063257a24b91fa4dac78e60cc8573cd9e9255f6163d10d03965e2bb9,DL-ADAPTER-SDK-001,TASK_REFERENCE,df78b7fe3b109f6d0fdc646147f5c37c476689acca53a816c3a58a959069c0cf,HIST-0017|HIST-0051,cross_project_sources/DESIGN-LAB完整项目对话与时间线汇报.md|historical_sources/DESIGN-LAB完整项目对话与时间线汇报.md,6a759b80-81ec-83ea-9265-95fc73232d05,2026-08-07T16:46:58.235404+08:00｜DESIGN-LAB > 完整原始会话记录,line:71732:col:3921,2,862d78348b833e0ca3227eac57c5e883592af1fad36ace314aced181a4903a5e,a/Penpot → Blender → ComfyUI/H3 → FFmpeg ``` ## 九、下一步真正应该做的任务 ### DL-EXEC-PS-001：Photoshop 真实闭环 完成： ```text Brief → 设计知识 → 设计方向 → Design IR → Photoshop PSD → 图层回读 → 视觉检查 → 生产预检 → 交付包 ``` ### DL-ADAPTER-SDK-001：统一适配器接口 每个软件适配器都必须实现： ```text discover_capabilities() validate_command() execute() inspect_result() collect_evidence() rollback() ``` ### DL-HOST-OD-001：Open Design 价值验证 Open Design 必须证明自己不只是连接器，至少完成： ```text 项目上下文 → 设计计划 → 用户审批 → 多工具调用 → Artifact 预览,,MAPPED_CURRENT,DL-TP-R2-004|DL-TP-R2-014|DL-TP-R3-013,,HIGH,false,manually reconciled scope
